<gps i=356708044299665 t=1344345784000 x=30.25793656 y=59.94153029 z=9.3 s=0.0 c=0.0 a=146.0>
<gps i=356708044299665 t=1344345784972 x=30.2579361 y=59.9415293 z=9.3 s=0.0 c=0.0 a=144.0>
<gps i=356708044299665 t=1344345785990 x=30.25793604 y=59.94152844 z=9.4 s=0.0 c=0.0 a=143.0>
<gps i=356708044299665 t=1344345786990 x=30.25793612 y=59.941528 z=9.3 s=0.0 c=0.0 a=141.0>
<gps i=356708044299665 t=1344345787992 x=30.25793928 y=59.9415289 z=9.7 s=0.0 c=0.0 a=140.0>
<gps i=356708044299665 t=1344345788982 x=30.2579405 y=59.94152927 z=9.6 s=0.0 c=0.0 a=140.0>
<gps i=356708044299665 t=1344345789985 x=30.25794051 y=59.9415291 z=9.6 s=0.0 c=0.0 a=139.0>
<gps i=356708044299665 t=1344345790984 x=30.25793996 y=59.94152858 z=9.6 s=0.0 c=0.0 a=138.0>
<gps i=356708044299665 t=1344345791983 x=30.25793947 y=59.94152792 z=9.6 s=0.0 c=0.0 a=139.0>
<gps i=356708044299665 t=1344345792989 x=30.25793897 y=59.94152772 z=9.6 s=0.0 c=0.0 a=138.0>
<gps i=356708044299665 t=1344345793983 x=30.25793887 y=59.94152735 z=9.6 s=0.0 c=0.0 a=139.0>
<gps i=356708044299665 t=1344345794983 x=30.25793835 y=59.94152711 z=9.6 s=0.0 c=0.0 a=138.0>
<gps i=356708044299665 t=1344345795982 x=30.25793767 y=59.94152691 z=9.6 s=0.0 c=0.0 a=140.0>
<gps i=356708044299665 t=1344345796992 x=30.25793762 y=59.94152648 z=9.7 s=0.0 c=0.0 a=139.0>
<gps i=356708044299665 t=1344345797987 x=30.25793771 y=59.94152613 z=9.7 s=0.0 c=0.0 a=139.0>
<gps i=356708044299665 t=1344345798988 x=30.25793774 y=59.94152582 z=9.7 s=0.0 c=0.0 a=137.0>
<gps i=356708044299665 t=1344345799982 x=30.25793697 y=59.94152556 z=9.6 s=0.0 c=0.0 a=136.0>
<gps i=356708044299665 t=1344345800990 x=30.25793623 y=59.94152531 z=9.6 s=0.0 c=0.0 a=136.0>
<gps i=356708044299665 t=1344345801992 x=30.25793654 y=59.94152531 z=9.7 s=0.0 c=0.0 a=135.0>
<gps i=356708044299665 t=1344345802993 x=30.25793748 y=59.94152518 z=9.8 s=0.0 c=0.0 a=135.0>
<gps i=356708044299665 t=1344345803984 x=30.25793811 y=59.94152481 z=9.9 s=0.0 c=0.0 a=152.0>
<gps i=356708044299665 t=1344345804982 x=30.25793745 y=59.94152454 z=9.8 s=0.0 c=0.0 a=170.0>
<gps i=356708044299665 t=1344345805985 x=30.25793672 y=59.94152436 z=9.7 s=0.0 c=0.0 a=188.0>
<gps i=356708044299665 t=1344345806985 x=30.25793633 y=59.94152418 z=9.8 s=0.0 c=0.0 a=206.0>
<gps i=356708044299665 t=1344345807984 x=30.25793629 y=59.94152401 z=9.8 s=0.0 c=0.0 a=223.0>
<gps i=356708044299665 t=1344345808991 x=30.25793597 y=59.94152389 z=9.8 s=0.0 c=0.0 a=239.0>
